Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-06-29,Lubumbashi,Tuberculose,Masculin,6-17,3
2024-06-29,Goma,Tuberculose,Féminin,60+,15
2024-06-30,Kisangani,Tuberculose,Masculin,18-35,20
2024-06-30,Kinshasa,Rougeole,Masculin,0-5,5
2024-06-30,Kinshasa,COVID-19,Masculin,60+,12
2024-06-30,Kisangani,Paludisme,Masculin,18-35,10
2024-06-30,Mbuji-Mayi,Paludisme,Féminin,0-5,3
2024-06-30,Mbuji-Mayi,Choléra,Féminin,18-35,14
2024-06-30,Lubumbashi,Tuberculose,Féminin,60+,18
2024-06-30,Kinshasa,Tuberculose,Féminin,18-35,15
2024-06-30,Lubumbashi,COVID-19,Féminin,36-60,9
2024-06-30,Lubumbashi,Rougeole,Féminin,18-35,6
2024-07-01,Mbuji-Mayi,COVID-19,Masculin,60+,13
2024-07-01,Mbuji-Mayi,COVID-19,Féminin,60+,14
2024-07-01,Kisangani,Paludisme,Féminin,60+,3
2024-07-01,Mbuji-Mayi,Rougeole,Masculin,18-35,14
2024-07-01,Kisangani,Rougeole,Masculin,6-17,11
2024-07-01,Kisangani,Paludisme,Masculin,18-35,15
2024-07-01,Kisangani,Rougeole,Masculin,18-35,10
2024-07-01,Kisangani,COVID-19,Féminin,6-17,3
2024-07-01,Lubumbashi,Rougeole,Féminin,0-5,1
2024-07-01,Lubumbashi,Tuberculose,Féminin,6-17,20
2024-07-01,Kinshasa,COVID-19,Masculin,18-35,17
2024-07-01,Kinshasa,Choléra,Féminin,36-60,6
2024-07-02,Goma,Paludisme,Féminin,60+,13
2024-07-02,Lubumbashi,COVID-19,Féminin,0-5,18
2024-07-02,Mbuji-Mayi,Choléra,Féminin,18-35,14
2024-07-02,Kinshasa,COVID-19,Féminin,60+,13
2024-07-02,Kisangani,COVID-19,Féminin,60+,2
2024-07-03,Mbuji-Mayi,Choléra,Masculin,60+,14
2024-07-03,Goma,Choléra,Féminin,0-5,3
2024-07-03,Goma,COVID-19,Féminin,6-17,5
2024-07-03,Goma,Tuberculose,Masculin,36-60,18
2024-07-03,Kinshasa,COVID-19,Masculin,18-35,17
2024-07-03,Mbuji-Mayi,COVID-19,Féminin,36-60,18
2024-07-03,Mbuji-Mayi,COVID-19,Masculin,60+,9
2024-07-03,Mbuji-Mayi,Rougeole,Masculin,18-35,6
2024-07-03,Kinshasa,Paludisme,Masculin,36-60,8
2024-07-03,Lubumbashi,Choléra,Féminin,36-60,6
2024-07-03,Mbuji-Mayi,COVID-19,Féminin,0-5,13
2024-07-03,Kinshasa,Choléra,Féminin,60+,13
2024-07-03,Kisangani,Rougeole,Féminin,36-60,1
2024-07-04,Kisangani,COVID-19,Féminin,18-35,12
2024-07-04,Goma,Rougeole,Masculin,18-35,5
2024-07-04,Kinshasa,Choléra,Féminin,18-35,19
2024-07-04,Kisangani,Paludisme,Masculin,36-60,11
2024-07-04,Kinshasa,Paludisme,Masculin,18-35,12
2024-07-04,Kinshasa,Rougeole,Féminin,36-60,3
2024-07-04,Lubumbashi,COVID-19,Masculin,60+,13
2024-07-04,Kinshasa,COVID-19,Masculin,6-17,6
2024-07-04,Lubumbashi,COVID-19,Féminin,60+,13
2024-07-05,Goma,Choléra,Féminin,0-5,18
2024-07-05,Goma,COVID-19,Masculin,0-5,11
2024-07-05,Kinshasa,COVID-19,Masculin,0-5,8
2024-07-05,Kinshasa,Tuberculose,Masculin,36-60,10
2024-07-05,Mbuji-Mayi,Tuberculose,Féminin,0-5,16
2024-07-05,Kisangani,Choléra,Masculin,6-17,7
2024-07-05,Mbuji-Mayi,Tuberculose,Féminin,6-17,10
2024-07-05,Kinshasa,COVID-19,Féminin,60+,20
2024-07-05,Kinshasa,Paludisme,Masculin,36-60,13
2024-07-05,Goma,Tuberculose,Masculin,6-17,14
2024-07-05,Goma,Choléra,Masculin,0-5,7
2024-07-05,Kisangani,COVID-19,Masculin,6-17,12
2024-07-05,Lubumbashi,Tuberculose,Féminin,0-5,11
2024-07-05,Lubumbashi,Tuberculose,Féminin,18-35,3
2024-07-06,Lubumbashi,Choléra,Masculin,0-5,14
2024-07-06,Kinshasa,Paludisme,Féminin,6-17,11
2024-07-06,Mbuji-Mayi,Paludisme,Masculin,60+,17
2024-07-06,Goma,Paludisme,Masculin,18-35,19
2024-07-06,Kinshasa,Paludisme,Féminin,6-17,7
2024-07-06,Lubumbashi,Choléra,Masculin,60+,7
2024-07-06,Kisangani,Paludisme,Féminin,36-60,4
2024-07-06,Kisangani,Tuberculose,Féminin,0-5,15
2024-07-06,Lubumbashi,Paludisme,Féminin,6-17,6
2024-07-06,Kisangani,Choléra,Masculin,60+,18
2024-07-06,Kisangani,Rougeole,Féminin,6-17,17
2024-07-06,Kinshasa,COVID-19,Féminin,18-35,9
2024-07-06,Lubumbashi,Rougeole,Masculin,18-35,6
2024-07-07,Kisangani,Choléra,Masculin,60+,8
2024-07-07,Kisangani,Paludisme,Masculin,6-17,1
2024-07-07,Goma,Paludisme,Masculin,18-35,17
2024-07-07,Mbuji-Mayi,Tuberculose,Masculin,60+,6
2024-07-07,Mbuji-Mayi,COVID-19,Masculin,6-17,8
2024-07-07,Mbuji-Mayi,Paludisme,Féminin,60+,19
2024-07-07,Kisangani,Rougeole,Masculin,60+,16
2024-07-07,Kinshasa,COVID-19,Masculin,6-17,15
2024-07-07,Kinshasa,Rougeole,Masculin,36-60,1
2024-07-07,Kinshasa,COVID-19,Féminin,18-35,16
2024-07-07,Lubumbashi,COVID-19,Masculin,18-35,2
2024-07-07,Goma,Choléra,Féminin,60+,4
2024-07-07,Lubumbashi,Choléra,Masculin,0-5,18
2024-07-07,Mbuji-Mayi,Paludisme,Masculin,0-5,9
2024-07-08,Kisangani,Tuberculose,Féminin,6-17,2
2024-07-08,Kisangani,COVID-19,Masculin,60+,18
2024-07-08,Mbuji-Mayi,Rougeole,Féminin,6-17,9
2024-07-08,Kisangani,Tuberculose,Masculin,6-17,2
2024-07-08,Kisangani,COVID-19,Féminin,6-17,16
2024-07-08,Kinshasa,Tuberculose,Féminin,36-60,10
2024-07-08,Mbuji-Mayi,Tuberculose,Féminin,6-17,7
2024-07-08,Lubumbashi,Choléra,Masculin,18-35,3
2024-07-08,Kinshasa,Rougeole,Masculin,0-5,17
2024-07-08,Goma,Choléra,Masculin,36-60,10
2024-07-08,Kisangani,Rougeole,Féminin,0-5,16
2024-07-08,Lubumbashi,Paludisme,Masculin,36-60,9
2024-07-09,Kisangani,Paludisme,Féminin,6-17,3
2024-07-09,Goma,Rougeole,Féminin,0-5,17
2024-07-09,Kisangani,COVID-19,Masculin,36-60,14
2024-07-09,Goma,COVID-19,Masculin,6-17,11
2024-07-09,Lubumbashi,Paludisme,Féminin,60+,8
2024-07-09,Kinshasa,Paludisme,Masculin,36-60,15
2024-07-09,Mbuji-Mayi,Rougeole,Masculin,36-60,7
2024-07-09,Kinshasa,Tuberculose,Masculin,18-35,3
2024-07-09,Lubumbashi,Rougeole,Féminin,18-35,13
2024-07-09,Kinshasa,Paludisme,Féminin,60+,20
2024-07-09,Goma,COVID-19,Féminin,60+,4
2024-07-09,Kinshasa,COVID-19,Masculin,0-5,13
2024-07-10,Goma,Tuberculose,Masculin,18-35,11
2024-07-10,Kinshasa,Rougeole,Masculin,18-35,19
2024-07-10,Kinshasa,COVID-19,Masculin,60+,1
2024-07-10,Mbuji-Mayi,Choléra,Masculin,60+,9
2024-07-10,Kinshasa,Choléra,Masculin,36-60,14
2024-07-10,Lubumbashi,Paludisme,Masculin,60+,19
2024-07-10,Lubumbashi,Choléra,Féminin,0-5,2
2024-07-10,Goma,Tuberculose,Masculin,0-5,16
2024-07-11,Goma,Choléra,Masculin,0-5,12
2024-07-11,Kisangani,Tuberculose,Masculin,6-17,1
2024-07-11,Kinshasa,COVID-19,Féminin,0-5,1
2024-07-11,Kinshasa,Choléra,Féminin,18-35,18
2024-07-11,Goma,Tuberculose,Masculin,60+,13
2024-07-11,Goma,Paludisme,Féminin,0-5,12
2024-07-11,Kinshasa,Rougeole,Féminin,36-60,9
2024-07-11,Mbuji-Mayi,COVID-19,Masculin,0-5,9
2024-07-12,Mbuji-Mayi,Paludisme,Féminin,6-17,10
2024-07-12,Mbuji-Mayi,Tuberculose,Masculin,18-35,13
2024-07-12,Kinshasa,Paludisme,Masculin,18-35,4
2024-07-12,Kinshasa,COVID-19,Masculin,60+,7
2024-07-12,Goma,Tuberculose,Féminin,36-60,16
2024-07-12,Kisangani,Choléra,Féminin,18-35,18
2024-07-12,Lubumbashi,Rougeole,Féminin,6-17,4
2024-07-12,Kisangani,Choléra,Féminin,0-5,4
2024-07-12,Mbuji-Mayi,COVID-19,Masculin,6-17,17
2024-07-12,Mbuji-Mayi,Paludisme,Féminin,18-35,6
2024-07-12,Lubumbashi,Rougeole,Féminin,0-5,13
2024-07-12,Kisangani,Choléra,Féminin,18-35,9
2024-07-12,Goma,COVID-19,Masculin,60+,17
2024-07-13,Mbuji-Mayi,Rougeole,Féminin,36-60,17
2024-07-13,Lubumbashi,Rougeole,Féminin,18-35,20
2024-07-13,Lubumbashi,COVID-19,Féminin,36-60,17
2024-07-13,Kisangani,Choléra,Féminin,36-60,2
2024-07-13,Mbuji-Mayi,COVID-19,Masculin,36-60,2
2024-07-13,Kinshasa,Rougeole,Masculin,18-35,19
2024-07-13,Lubumbashi,Choléra,Masculin,18-35,3
2024-07-13,Kisangani,Tuberculose,Féminin,18-35,8
2024-07-13,Lubumbashi,COVID-19,Féminin,36-60,19
2024-07-13,Lubumbashi,Paludisme,Féminin,0-5,16
2024-07-13,Kinshasa,Rougeole,Féminin,6-17,16
2024-07-13,Lubumbashi,Rougeole,Féminin,0-5,1
2024-07-13,Lubumbashi,Tuberculose,Féminin,6-17,2
2024-07-14,Kisangani,Choléra,Féminin,36-60,14
2024-07-14,Kisangani,Rougeole,Féminin,18-35,10
2024-07-14,Goma,Paludisme,Masculin,18-35,8
2024-07-14,Kisangani,Tuberculose,Féminin,6-17,9
2024-07-14,Goma,Paludisme,Féminin,6-17,17
2024-07-14,Kinshasa,Paludisme,Féminin,60+,14
2024-07-14,Kinshasa,COVID-19,Masculin,6-17,2
2024-07-14,Lubumbashi,COVID-19,Masculin,0-5,1
2024-07-14,Kinshasa,Choléra,Masculin,6-17,12
2024-07-14,Kinshasa,COVID-19,Masculin,0-5,5
2024-07-14,Lubumbashi,Paludisme,Masculin,6-17,14
2024-07-14,Lubumbashi,Choléra,Féminin,36-60,17
2024-07-14,Kinshasa,Paludisme,Masculin,60+,4
2024-07-15,Kinshasa,Rougeole,Masculin,0-5,19
2024-07-15,Kinshasa,Choléra,Masculin,36-60,4
2024-07-15,Kisangani,Choléra,Féminin,18-35,17
2024-07-15,Kinshasa,Rougeole,Masculin,0-5,19
2024-07-15,Kinshasa,COVID-19,Féminin,18-35,17
2024-07-15,Goma,Rougeole,Masculin,18-35,5
2024-07-15,Kisangani,COVID-19,Féminin,6-17,7
2024-07-15,Mbuji-Mayi,COVID-19,Masculin,6-17,6
2024-07-15,Goma,COVID-19,Féminin,36-60,6
2024-07-15,Mbuji-Mayi,COVID-19,Féminin,18-35,6
2024-07-15,Kinshasa,Paludisme,Féminin,36-60,3
2024-07-15,Kisangani,COVID-19,Féminin,36-60,19
2024-07-15,Kinshasa,Choléra,Féminin,18-35,17
2024-07-15,Goma,Tuberculose,Féminin,0-5,15
2024-07-16,Kisangani,Paludisme,Masculin,6-17,15
2024-07-16,Mbuji-Mayi,Choléra,Féminin,60+,16
2024-07-16,Mbuji-Mayi,Choléra,Masculin,60+,14
2024-07-16,Kisangani,Rougeole,Féminin,18-35,12
2024-07-16,Goma,Tuberculose,Masculin,60+,8
2024-07-16,Kisangani,COVID-19,Féminin,0-5,17
2024-07-16,Lubumbashi,Tuberculose,Masculin,36-60,10
2024-07-16,Mbuji-Mayi,Choléra,Masculin,36-60,4
2024-07-16,Lubumbashi,Rougeole,Féminin,0-5,17
2024-07-16,Lubumbashi,Tuberculose,Masculin,36-60,14
2024-07-17,Kisangani,Paludisme,Masculin,18-35,20
2024-07-17,Kisangani,COVID-19,Féminin,6-17,18
2024-07-17,Mbuji-Mayi,Tuberculose,Masculin,60+,18
2024-07-17,Kinshasa,Rougeole,Masculin,60+,7
2024-07-17,Mbuji-Mayi,COVID-19,Féminin,36-60,9
2024-07-17,Kinshasa,Choléra,Féminin,60+,17
2024-07-18,Lubumbashi,COVID-19,Masculin,0-5,12
2024-07-18,Kinshasa,Paludisme,Masculin,18-35,12
2024-07-18,Goma,Choléra,Féminin,18-35,4
2024-07-18,Kisangani,Rougeole,Masculin,0-5,8
2024-07-18,Mbuji-Mayi,Tuberculose,Féminin,0-5,8
2024-07-18,Lubumbashi,Choléra,Masculin,36-60,15
2024-07-18,Mbuji-Mayi,Choléra,Masculin,6-17,9
2024-07-19,Kinshasa,Choléra,Féminin,18-35,19
2024-07-19,Goma,Paludisme,Féminin,0-5,3
2024-07-19,Kinshasa,COVID-19,Masculin,6-17,15
2024-07-19,Kisangani,Tuberculose,Féminin,60+,8
2024-07-19,Lubumbashi,Tuberculose,Féminin,18-35,11
2024-07-19,Mbuji-Mayi,Rougeole,Féminin,18-35,1
2024-07-19,Kisangani,COVID-19,Féminin,6-17,9
2024-07-19,Kinshasa,Choléra,Féminin,6-17,3
2024-07-19,Lubumbashi,COVID-19,Féminin,36-60,16
2024-07-19,Goma,Tuberculose,Masculin,36-60,17
2024-07-19,Kisangani,Choléra,Féminin,60+,6
2024-07-19,Kinshasa,Tuberculose,Masculin,18-35,3
2024-07-20,Mbuji-Mayi,Paludisme,Féminin,6-17,6
2024-07-20,Mbuji-Mayi,Rougeole,Masculin,18-35,7
2024-07-20,Kinshasa,Choléra,Féminin,6-17,18
2024-07-20,Lubumbashi,Tuberculose,Masculin,60+,10
2024-07-20,Mbuji-Mayi,Tuberculose,Masculin,0-5,6
2024-07-20,Kisangani,COVID-19,Masculin,36-60,6
2024-07-20,Mbuji-Mayi,Paludisme,Masculin,0-5,12
2024-07-20,Kinshasa,Choléra,Féminin,18-35,13
2024-07-20,Lubumbashi,Paludisme,Masculin,0-5,2
2024-07-20,Kisangani,Tuberculose,Masculin,18-35,16
2024-07-21,Kinshasa,Tuberculose,Féminin,0-5,6
2024-07-21,Lubumbashi,Rougeole,Masculin,60+,10
2024-07-21,Lubumbashi,Tuberculose,Masculin,6-17,18
2024-07-21,Mbuji-Mayi,Choléra,Féminin,6-17,5
2024-07-21,Kinshasa,COVID-19,Féminin,6-17,6
2024-07-22,Mbuji-Mayi,Choléra,Féminin,6-17,18
2024-07-22,Kinshasa,Tuberculose,Féminin,36-60,18
2024-07-22,Mbuji-Mayi,Choléra,Féminin,0-5,5
2024-07-22,Mbuji-Mayi,Paludisme,Féminin,6-17,5
2024-07-22,Kinshasa,Choléra,Masculin,18-35,3
2024-07-22,Kinshasa,Choléra,Masculin,6-17,14
2024-07-22,Kinshasa,Paludisme,Féminin,36-60,6
2024-07-22,Lubumbashi,Choléra,Masculin,36-60,1
2024-07-22,Kinshasa,Paludisme,Féminin,18-35,11
2024-07-22,Lubumbashi,Paludisme,Féminin,18-35,8
2024-07-22,Goma,Rougeole,Masculin,0-5,2
2024-07-22,Lubumbashi,Paludisme,Masculin,36-60,19
2024-07-23,Kinshasa,Paludisme,Masculin,0-5,14
2024-07-23,Goma,Paludisme,Féminin,60+,10
2024-07-23,Kinshasa,Paludisme,Féminin,60+,12
2024-07-23,Mbuji-Mayi,Tuberculose,Féminin,60+,12
2024-07-23,Goma,Paludisme,Masculin,60+,10
2024-07-23,Kinshasa,Tuberculose,Féminin,36-60,19
2024-07-23,Goma,Paludisme,Masculin,18-35,14
2024-07-23,Lubumbashi,Rougeole,Masculin,60+,12
2024-07-23,Kinshasa,Tuberculose,Masculin,60+,11
2024-07-23,Mbuji-Mayi,Rougeole,Féminin,0-5,18
2024-07-23,Goma,Tuberculose,Féminin,60+,18
2024-07-23,Mbuji-Mayi,Choléra,Masculin,18-35,19
2024-07-23,Mbuji-Mayi,Rougeole,Masculin,6-17,12
2024-07-24,Kisangani,Paludisme,Masculin,0-5,19
2024-07-24,Kisangani,Rougeole,Féminin,60+,5
2024-07-24,Kisangani,Tuberculose,Féminin,0-5,13
2024-07-24,Lubumbashi,Rougeole,Féminin,0-5,4
2024-07-24,Lubumbashi,Paludisme,Masculin,36-60,4
2024-07-24,Lubumbashi,Rougeole,Féminin,36-60,4
2024-07-25,Kinshasa,Tuberculose,Féminin,60+,7
2024-07-25,Goma,Tuberculose,Féminin,18-35,20
2024-07-25,Mbuji-Mayi,Rougeole,Féminin,0-5,14
2024-07-25,Kinshasa,Rougeole,Féminin,6-17,8
2024-07-25,Kisangani,COVID-19,Féminin,60+,16
2024-07-25,Goma,Rougeole,Masculin,6-17,13
2024-07-25,Mbuji-Mayi,Choléra,Masculin,18-35,3
2024-07-25,Goma,Tuberculose,Masculin,36-60,15
2024-07-25,Kisangani,COVID-19,Féminin,60+,5
2024-07-25,Kinshasa,Choléra,Féminin,18-35,20
2024-07-26,Kisangani,Tuberculose,Masculin,0-5,16
2024-07-26,Mbuji-Mayi,Tuberculose,Féminin,18-35,5
2024-07-26,Kisangani,Rougeole,Féminin,18-35,15
2024-07-26,Goma,Choléra,Masculin,60+,14
2024-07-26,Lubumbashi,COVID-19,Féminin,18-35,10
2024-07-26,Goma,Tuberculose,Féminin,60+,4
2024-07-26,Goma,Paludisme,Féminin,0-5,9
2024-07-26,Goma,Choléra,Masculin,0-5,1
2024-07-26,Kisangani,Paludisme,Féminin,36-60,18
2024-07-26,Lubumbashi,Paludisme,Féminin,36-60,16
2024-07-26,Lubumbashi,Tuberculose,Masculin,6-17,8
2024-07-26,Mbuji-Mayi,Choléra,Féminin,36-60,10
2024-07-27,Goma,Choléra,Masculin,18-35,4
2024-07-27,Goma,Rougeole,Féminin,18-35,16
2024-07-27,Kinshasa,Choléra,Féminin,6-17,8
2024-07-27,Kisangani,Rougeole,Masculin,36-60,7
2024-07-27,Goma,Choléra,Masculin,18-35,11
2024-07-27,Mbuji-Mayi,Choléra,Féminin,36-60,6
2024-07-27,Kisangani,Tuberculose,Féminin,36-60,4
2024-07-27,Kisangani,Choléra,Masculin,6-17,14
2024-07-28,Kinshasa,Rougeole,Féminin,36-60,10
2024-07-28,Kinshasa,Choléra,Féminin,6-17,8
2024-07-28,Lubumbashi,Rougeole,Féminin,36-60,1
2024-07-28,Lubumbashi,COVID-19,Masculin,18-35,19
2024-07-28,Kisangani,Paludisme,Féminin,6-17,6
2024-07-28,Mbuji-Mayi,COVID-19,Féminin,18-35,11
2024-07-28,Mbuji-Mayi,Tuberculose,Féminin,18-35,17
2024-07-28,Goma,Choléra,Féminin,0-5,8
2024-07-28,Kinshasa,COVID-19,Féminin,60+,7
2024-07-28,Lubumbashi,COVID-19,Masculin,6-17,3
2024-07-28,Kinshasa,Choléra,Féminin,0-5,8
2024-07-29,Goma,Choléra,Masculin,0-5,18
2024-07-29,Lubumbashi,Choléra,Féminin,6-17,7
2024-07-29,Kisangani,Choléra,Féminin,36-60,14
2024-07-29,Mbuji-Mayi,Rougeole,Masculin,6-17,7
2024-07-29,Mbuji-Mayi,Rougeole,Féminin,60+,8
2024-07-29,Goma,Choléra,Féminin,18-35,5
2024-07-29,Kisangani,Tuberculose,Masculin,18-35,13
2024-07-29,Kisangani,COVID-19,Masculin,6-17,16
2024-07-29,Kisangani,Tuberculose,Masculin,0-5,8
2024-07-30,Goma,Tuberculose,Féminin,6-17,20
2024-07-30,Mbuji-Mayi,Paludisme,Masculin,36-60,4
2024-07-30,Goma,Paludisme,Masculin,60+,5
2024-07-30,Lubumbashi,Tuberculose,Masculin,18-35,18
2024-07-30,Kinshasa,Choléra,Féminin,6-17,6
2024-07-30,Kinshasa,COVID-19,Masculin,0-5,12
2024-07-30,Kinshasa,Rougeole,Féminin,6-17,15
2024-07-30,Kisangani,Paludisme,Masculin,60+,17
2024-07-30,Goma,Paludisme,Masculin,6-17,4
2024-07-31,Goma,Choléra,Masculin,0-5,18
2024-07-31,Goma,Paludisme,Féminin,18-35,14
2024-07-31,Goma,Tuberculose,Masculin,6-17,15
2024-07-31,Lubumbashi,COVID-19,Féminin,18-35,16
2024-07-31,Kisangani,Rougeole,Masculin,60+,19
2024-07-31,Kinshasa,Rougeole,Féminin,18-35,12
2024-07-31,Kisangani,COVID-19,Féminin,60+,6
2024-07-31,Mbuji-Mayi,Paludisme,Masculin,36-60,6
2024-07-31,Kisangani,Paludisme,Masculin,36-60,16
2024-07-31,Mbuji-Mayi,Choléra,Féminin,6-17,5
2024-08-01,Mbuji-Mayi,COVID-19,Masculin,6-17,15
2024-08-01,Goma,Tuberculose,Féminin,36-60,17
2024-08-01,Mbuji-Mayi,Tuberculose,Féminin,60+,2
2024-08-01,Lubumbashi,Paludisme,Féminin,36-60,17
2024-08-01,Mbuji-Mayi,Rougeole,Féminin,18-35,2
2024-08-01,Kisangani,Tuberculose,Masculin,18-35,11
2024-08-01,Kisangani,Paludisme,Masculin,6-17,4
2024-08-01,Kisangani,Tuberculose,Masculin,6-17,3
2024-08-01,Kinshasa,Tuberculose,Féminin,36-60,1
2024-08-01,Goma,Rougeole,Masculin,60+,17
2024-08-01,Kisangani,Rougeole,Féminin,6-17,11
2024-08-01,Kisangani,Choléra,Féminin,6-17,16
2024-08-01,Kinshasa,Choléra,Féminin,36-60,9
2024-08-01,Mbuji-Mayi,Choléra,Féminin,60+,6
2024-08-01,Kinshasa,Choléra,Féminin,36-60,14
2024-08-02,Goma,Rougeole,Féminin,60+,9
2024-08-02,Goma,Rougeole,Féminin,36-60,18
2024-08-02,Kisangani,Choléra,Masculin,18-35,8
2024-08-02,Mbuji-Mayi,Tuberculose,Féminin,0-5,8
2024-08-02,Kinshasa,COVID-19,Masculin,36-60,19
2024-08-02,Goma,Paludisme,Masculin,60+,19
2024-08-02,Goma,Rougeole,Masculin,36-60,6
2024-08-02,Kisangani,Tuberculose,Masculin,18-35,15
2024-08-02,Lubumbashi,Rougeole,Masculin,6-17,15
2024-08-03,Kinshasa,Tuberculose,Masculin,60+,17
2024-08-03,Kinshasa,COVID-19,Masculin,36-60,19
2024-08-03,Goma,Tuberculose,Féminin,60+,13
2024-08-03,Kinshasa,Paludisme,Masculin,0-5,4
2024-08-03,Kisangani,Paludisme,Féminin,6-17,11
2024-08-03,Lubumbashi,Rougeole,Féminin,60+,3
2024-08-03,Kinshasa,Paludisme,Féminin,60+,4
2024-08-03,Kisangani,Choléra,Masculin,36-60,19
2024-08-03,Goma,Tuberculose,Féminin,36-60,16
2024-08-03,Kisangani,Tuberculose,Masculin,6-17,2
2024-08-03,Kinshasa,Choléra,Masculin,6-17,2
2024-08-03,Goma,COVID-19,Féminin,6-17,6
2024-08-03,Mbuji-Mayi,Rougeole,Féminin,36-60,14
2024-08-04,Mbuji-Mayi,Tuberculose,Féminin,36-60,1
2024-08-04,Lubumbashi,Paludisme,Masculin,18-35,3
2024-08-04,Kisangani,COVID-19,Féminin,18-35,5
2024-08-04,Goma,COVID-19,Féminin,6-17,16
2024-08-04,Mbuji-Mayi,Paludisme,Féminin,36-60,11
2024-08-04,Lubumbashi,Tuberculose,Féminin,6-17,2
2024-08-04,Kisangani,COVID-19,Masculin,60+,18
2024-08-04,Kisangani,Rougeole,Masculin,60+,8
2024-08-05,Kisangani,Choléra,Féminin,0-5,6
2024-08-05,Kinshasa,Rougeole,Féminin,18-35,13
2024-08-05,Mbuji-Mayi,Tuberculose,Féminin,6-17,7
2024-08-05,Kinshasa,Paludisme,Masculin,6-17,13
2024-08-05,Kinshasa,Tuberculose,Féminin,18-35,17
2024-08-05,Lubumbashi,COVID-19,Masculin,60+,12
2024-08-05,Lubumbashi,Rougeole,Féminin,0-5,9
2024-08-05,Goma,Choléra,Masculin,60+,13
2024-08-05,Kinshasa,Choléra,Féminin,6-17,12
2024-08-05,Goma,Tuberculose,Féminin,0-5,2
2024-08-05,Mbuji-Mayi,COVID-19,Féminin,0-5,4
2024-08-05,Goma,Rougeole,Féminin,60+,4
2024-08-05,Kinshasa,Tuberculose,Masculin,6-17,6
2024-08-05,Mbuji-Mayi,Choléra,Féminin,18-35,20
2024-08-05,Lubumbashi,Tuberculose,Masculin,18-35,7
2024-08-06,Mbuji-Mayi,COVID-19,Féminin,6-17,13
2024-08-06,Lubumbashi,Paludisme,Masculin,60+,15
2024-08-06,Kisangani,Paludisme,Féminin,0-5,20
2024-08-06,Kinshasa,Tuberculose,Masculin,60+,2
2024-08-06,Goma,Paludisme,Masculin,18-35,7
2024-08-06,Kinshasa,Paludisme,Féminin,36-60,13
2024-08-06,Kisangani,Tuberculose,Féminin,36-60,8
2024-08-06,Goma,Choléra,Féminin,6-17,7
2024-08-06,Lubumbashi,Rougeole,Féminin,60+,13
2024-08-06,Lubumbashi,COVID-19,Masculin,6-17,15
2024-08-06,Kinshasa,Rougeole,Féminin,0-5,12
2024-08-06,Goma,COVID-19,Féminin,0-5,10
2024-08-06,Kinshasa,Tuberculose,Masculin,18-35,18
2024-08-07,Goma,Rougeole,Féminin,18-35,19
2024-08-07,Mbuji-Mayi,Paludisme,Féminin,36-60,6
2024-08-07,Mbuji-Mayi,Tuberculose,Masculin,0-5,20
2024-08-07,Mbuji-Mayi,Tuberculose,Masculin,60+,6
2024-08-07,Mbuji-Mayi,Choléra,Féminin,18-35,4
2024-08-07,Kisangani,Choléra,Féminin,36-60,16
2024-08-07,Mbuji-Mayi,Tuberculose,Féminin,6-17,11
2024-08-08,Mbuji-Mayi,Paludisme,Féminin,6-17,6
2024-08-08,Mbuji-Mayi,Rougeole,Masculin,60+,13
2024-08-08,Goma,Choléra,Féminin,36-60,12
2024-08-08,Kisangani,Tuberculose,Féminin,0-5,16
2024-08-08,Mbuji-Mayi,COVID-19,Féminin,18-35,8
2024-08-08,Lubumbashi,COVID-19,Masculin,60+,3
2024-08-08,Mbuji-Mayi,Choléra,Féminin,60+,17
2024-08-08,Lubumbashi,Paludisme,Féminin,60+,10
2024-08-08,Mbuji-Mayi,Choléra,Féminin,18-35,3
2024-08-09,Mbuji-Mayi,Choléra,Féminin,0-5,3
2024-08-09,Lubumbashi,Tuberculose,Masculin,0-5,2
2024-08-09,Kinshasa,Paludisme,Masculin,0-5,6
2024-08-09,Lubumbashi,COVID-19,Féminin,60+,16
2024-08-09,Kinshasa,Paludisme,Féminin,18-35,13
2024-08-09,Goma,COVID-19,Masculin,6-17,8
2024-08-09,Lubumbashi,Tuberculose,Masculin,6-17,10
2024-08-09,Lubumbashi,Choléra,Féminin,0-5,19
2024-08-09,Lubumbashi,Choléra,Masculin,0-5,3
2024-08-09,Lubumbashi,COVID-19,Féminin,6-17,3
2024-08-09,Goma,COVID-19,Féminin,36-60,20
2024-08-10,Mbuji-Mayi,Paludisme,Féminin,18-35,16
2024-08-10,Lubumbashi,Choléra,Féminin,60+,17
2024-08-10,Lubumbashi,Rougeole,Masculin,0-5,12
2024-08-10,Mbuji-Mayi,Paludisme,Féminin,36-60,8
2024-08-10,Kisangani,Choléra,Féminin,60+,20
2024-08-10,Lubumbashi,Rougeole,Féminin,0-5,3
2024-08-10,Kinshasa,Choléra,Féminin,0-5,8
2024-08-10,Goma,COVID-19,Masculin,60+,12
2024-08-10,Kisangani,Rougeole,Masculin,60+,18
2024-08-10,Kinshasa,Choléra,Masculin,36-60,20
2024-08-10,Lubumbashi,Choléra,Féminin,18-35,18
2024-08-10,Kisangani,Tuberculose,Masculin,18-35,2
2024-08-10,Mbuji-Mayi,COVID-19,Masculin,0-5,1
2024-08-10,Kisangani,Rougeole,Féminin,0-5,19
